Time,hall_call_count,people_in
2025-11-07 19:10:00,84,90
2025-11-07 19:15:00,101,119
2025-11-07 19:20:00,102,95
2025-11-07 19:25:00,70,72
2025-11-07 19:30:00,75,68
2025-11-07 19:35:00,79,73
2025-11-07 19:40:00,62,52
2025-11-07 19:45:00,41,59
2025-11-07 19:50:00,30,38
2025-11-07 19:55:00,38,49
2025-11-07 20:00:00,39,35
2025-11-07 20:05:00,27,37
2025-11-07 20:10:00,40,48
2025-11-07 20:15:00,30,39
2025-11-07 20:20:00,34,52
2025-11-07 20:25:00,22,23
2025-11-07 20:30:00,19,28
2025-11-07 20:35:00,23,26
2025-11-07 20:40:00,30,32
2025-11-07 20:45:00,18,21
2025-11-07 20:50:00,10,14
2025-11-07 20:55:00,14,21
2025-11-07 21:00:00,12,16
2025-11-07 21:05:00,18,25
2025-11-07 21:10:00,14,23
2025-11-07 21:15:00,8,10
2025-11-07 21:20:00,18,25
2025-11-07 21:25:00,23,26
2025-11-07 21:30:00,9,17
2025-11-07 21:35:00,6,12
2025-11-07 21:40:00,14,14
2025-11-07 21:45:00,7,16
2025-11-07 21:50:00,6,6
2025-11-07 21:55:00,8,9
2025-11-07 22:00:00,15,18
2025-11-07 22:05:00,12,12
2025-11-07 22:10:00,3,7
2025-11-07 22:15:00,4,6
2025-11-07 22:20:00,5,6
2025-11-07 22:25:00,3,5
2025-11-07 22:30:00,3,6
2025-11-07 22:35:00,4,4
2025-11-07 22:40:00,8,9
2025-11-07 22:45:00,1,1
2025-11-07 22:50:00,3,3
2025-11-07 22:55:00,4,4
2025-11-07 23:00:00,4,6
2025-11-07 23:05:00,3,4
2025-11-07 23:10:00,4,8
2025-11-07 23:15:00,6,6
2025-11-07 23:20:00,5,5
2025-11-07 23:25:00,4,6
2025-11-07 23:30:00,2,2
2025-11-07 23:35:00,2,5
2025-11-07 23:40:00,2,4
2025-11-07 23:45:00,0,0
2025-11-07 23:50:00,1,1
2025-11-07 23:55:00,2,1
2025-11-08 00:00:00,0,1
2025-11-08 00:05:00,3,5
2025-11-08 00:10:00,2,5
2025-11-08 00:15:00,2,4
2025-11-08 00:20:00,2,2
2025-11-08 00:25:00,2,1
2025-11-08 00:30:00,3,7
2025-11-08 00:35:00,0,0
2025-11-08 00:40:00,5,4
2025-11-08 00:45:00,2,3
2025-11-08 00:50:00,2,2
2025-11-08 00:55:00,0,2
2025-11-08 01:00:00,2,4
2025-11-08 01:05:00,0,0
2025-11-08 01:10:00,3,8
2025-11-08 01:15:00,0,0
2025-11-08 01:20:00,1,3
2025-11-08 01:25:00,1,2
2025-11-08 01:30:00,0,0
2025-11-08 01:35:00,0,0
2025-11-08 01:40:00,1,3
2025-11-08 01:45:00,0,0
2025-11-08 01:50:00,0,0
2025-11-08 01:55:00,0,0
2025-11-08 02:00:00,1,2
2025-11-08 02:05:00,2,3
2025-11-08 02:10:00,2,4
2025-11-08 02:15:00,0,1
2025-11-08 02:20:00,0,0
2025-11-08 02:25:00,1,2
2025-11-08 02:30:00,0,0
2025-11-08 02:35:00,0,0
2025-11-08 02:40:00,0,0
2025-11-08 02:45:00,0,0
2025-11-08 02:50:00,0,0
2025-11-08 02:55:00,0,0
2025-11-08 03:00:00,0,0
2025-11-08 03:05:00,0,0
2025-11-08 03:10:00,0,0
2025-11-08 03:15:00,0,0
2025-11-08 03:20:00,0,0
2025-11-08 03:25:00,1,2
2025-11-08 03:30:00,0,0
2025-11-08 03:35:00,1,1
2025-11-08 03:40:00,0,0
2025-11-08 03:45:00,0,0
2025-11-08 03:50:00,0,0
2025-11-08 03:55:00,0,0
2025-11-08 04:00:00,1,2
2025-11-08 04:05:00,0,0
2025-11-08 04:10:00,0,0
2025-11-08 04:15:00,0,0
2025-11-08 04:20:00,0,0
2025-11-08 04:25:00,1,1
2025-11-08 04:30:00,0,0
2025-11-08 04:35:00,0,0
2025-11-08 04:40:00,0,0
2025-11-08 04:45:00,0,0
2025-11-08 04:50:00,0,0
2025-11-08 04:55:00,0,0
2025-11-08 05:00:00,0,0
2025-11-08 05:05:00,6,3
2025-11-08 05:10:00,1,3
2025-11-08 05:15:00,0,0
2025-11-08 05:20:00,0,0
2025-11-08 05:25:00,0,0
2025-11-08 05:30:00,0,0
2025-11-08 05:35:00,0,0
2025-11-08 05:40:00,0,0
2025-11-08 05:45:00,0,0
2025-11-08 05:50:00,0,0
2025-11-08 05:55:00,0,0
2025-11-08 06:00:00,0,0
2025-11-08 06:05:00,0,0
2025-11-08 06:10:00,0,0
2025-11-08 06:15:00,0,0
2025-11-08 06:20:00,0,0
2025-11-08 06:25:00,0,0
2025-11-08 06:30:00,0,0
2025-11-08 06:35:00,0,0
2025-11-08 06:40:00,0,0
2025-11-08 06:45:00,0,0
2025-11-08 06:50:00,0,0
2025-11-08 06:55:00,0,0
2025-11-08 07:00:00,0,0
2025-11-08 07:05:00,0,0
2025-11-08 07:10:00,0,0
2025-11-08 07:15:00,0,0
2025-11-08 07:20:00,0,0
2025-11-08 07:25:00,0,0
2025-11-08 07:30:00,0,0
2025-11-08 07:35:00,0,0
2025-11-08 07:40:00,0,0
2025-11-08 07:45:00,2,3
2025-11-08 07:50:00,0,0
2025-11-08 07:55:00,2,4
2025-11-08 08:00:00,1,1
2025-11-08 08:05:00,0,0
2025-11-08 08:10:00,0,0
2025-11-08 08:15:00,1,0
2025-11-08 08:20:00,0,1
2025-11-08 08:25:00,0,0
2025-11-08 08:30:00,0,0
2025-11-08 08:35:00,1,2
2025-11-08 08:40:00,2,3
2025-11-08 08:45:00,2,4
2025-11-08 08:50:00,1,2
2025-11-08 08:55:00,0,0
2025-11-08 09:00:00,0,0
2025-11-08 09:05:00,1,2
2025-11-08 09:10:00,0,0
2025-11-08 09:15:00,2,2
2025-11-08 09:20:00,3,4
2025-11-08 09:25:00,2,0
2025-11-08 09:30:00,4,5
2025-11-08 09:35:00,3,6
2025-11-08 09:40:00,10,12
2025-11-08 09:45:00,1,7
2025-11-08 09:50:00,5,18
2025-11-08 09:55:00,2,3
2025-11-08 10:00:00,0,0
2025-11-08 10:05:00,5,3
2025-11-08 10:10:00,2,7
2025-11-08 10:15:00,2,3
2025-11-08 10:20:00,2,2
2025-11-08 10:25:00,3,6
2025-11-08 10:30:00,0,0
2025-11-08 10:35:00,5,4
2025-11-08 10:40:00,0,0
2025-11-08 10:45:00,0,0
2025-11-08 10:50:00,0,0
2025-11-08 10:55:00,1,2
2025-11-08 11:00:00,1,1
2025-11-08 11:05:00,3,3
2025-11-08 11:10:00,0,0
2025-11-08 11:15:00,2,2
2025-11-08 11:20:00,5,4
2025-11-08 11:25:00,1,5
2025-11-08 11:30:00,0,0
2025-11-08 11:35:00,2,2
2025-11-08 11:40:00,2,3
2025-11-08 11:45:00,1,1
2025-11-08 11:50:00,2,2
2025-11-08 11:55:00,2,3
2025-11-08 12:00:00,2,1
2025-11-08 12:05:00,0,0
2025-11-08 12:10:00,1,0
2025-11-08 12:15:00,1,1
2025-11-08 12:20:00,1,1
2025-11-08 12:25:00,1,0
2025-11-08 12:30:00,0,1
2025-11-08 12:35:00,1,1
2025-11-08 12:40:00,1,1
2025-11-08 12:45:00,2,2
2025-11-08 12:50:00,0,0
2025-11-08 12:55:00,1,1
2025-11-08 13:00:00,1,3
2025-11-08 13:05:00,5,2
2025-11-08 13:10:00,6,6
2025-11-08 13:15:00,1,4
2025-11-08 13:20:00,1,1
2025-11-08 13:25:00,1,3
2025-11-08 13:30:00,1,5
2025-11-08 13:35:00,2,6
2025-11-08 13:40:00,13,7
2025-11-08 13:45:00,7,10
2025-11-08 13:50:00,11,7
2025-11-08 13:55:00,5,7
2025-11-08 14:00:00,2,1
2025-11-08 14:05:00,3,3
2025-11-08 14:10:00,0,0
2025-11-08 14:15:00,6,3
2025-11-08 14:20:00,2,0
2025-11-08 14:25:00,6,5
2025-11-08 14:30:00,1,2
2025-11-08 14:35:00,0,0
2025-11-08 14:40:00,2,2
2025-11-08 14:45:00,1,4
2025-11-08 14:50:00,1,2
2025-11-08 14:55:00,9,11
2025-11-08 15:00:00,4,7
2025-11-08 15:05:00,4,7
2025-11-08 15:10:00,2,3
2025-11-08 15:15:00,2,2
2025-11-08 15:20:00,3,3
2025-11-08 15:25:00,2,8
2025-11-08 15:30:00,2,4
2025-11-08 15:35:00,2,4
2025-11-08 15:40:00,1,2
2025-11-08 15:45:00,0,0
2025-11-08 15:50:00,0,0
2025-11-08 15:55:00,0,0
2025-11-08 16:00:00,0,0
2025-11-08 16:05:00,1,5
2025-11-08 16:10:00,0,0
2025-11-08 16:15:00,3,6
2025-11-08 16:20:00,0,0
2025-11-08 16:25:00,0,0
2025-11-08 16:30:00,2,1
2025-11-08 16:35:00,2,6
2025-11-08 16:40:00,2,2
2025-11-08 16:45:00,5,8
2025-11-08 16:50:00,0,0
2025-11-08 16:55:00,3,4
2025-11-08 17:00:00,3,5
2025-11-08 17:05:00,1,1
2025-11-08 17:10:00,1,1
2025-11-08 17:15:00,0,0
2025-11-08 17:20:00,2,4
2025-11-08 17:25:00,3,3
2025-11-08 17:30:00,0,0
2025-11-08 17:35:00,2,3
2025-11-08 17:40:00,0,0
2025-11-08 17:45:00,1,1
2025-11-08 17:50:00,0,0
2025-11-08 17:55:00,0,0
2025-11-08 18:00:00,1,2
2025-11-08 18:05:00,0,0
2025-11-08 18:10:00,2,3
2025-11-08 18:15:00,0,0
2025-11-08 18:20:00,1,1
2025-11-08 18:25:00,1,0
2025-11-08 18:30:00,0,1
2025-11-08 18:35:00,0,0
2025-11-08 18:40:00,0,0
2025-11-08 18:45:00,0,0
2025-11-08 18:50:00,1,1
2025-11-08 18:55:00,1,1
2025-11-08 19:00:00,0,0
2025-11-08 19:05:00,0,0
2025-11-08 19:10:00,0,0
2025-11-08 19:15:00,0,0
2025-11-08 19:20:00,2,3
2025-11-08 19:25:00,0,0
2025-11-08 19:30:00,0,0
2025-11-08 19:35:00,0,0
2025-11-08 19:40:00,0,0
2025-11-08 19:45:00,0,0
2025-11-08 19:50:00,0,0
2025-11-08 19:55:00,2,3
2025-11-08 20:00:00,1,1
2025-11-08 20:05:00,1,1
2025-11-08 20:10:00,2,5
2025-11-08 20:15:00,1,2
2025-11-08 20:20:00,0,0
2025-11-08 20:25:00,0,0
2025-11-08 20:30:00,2,3
2025-11-08 20:35:00,1,2
2025-11-08 20:40:00,1,1
2025-11-08 20:45:00,1,1
2025-11-08 20:50:00,0,0
2025-11-08 20:55:00,0,0
2025-11-08 21:00:00,0,0
2025-11-08 21:05:00,0,0
2025-11-08 21:10:00,0,0
2025-11-08 21:15:00,0,0
2025-11-08 21:20:00,0,0
2025-11-08 21:25:00,0,0
2025-11-08 21:30:00,0,0
2025-11-08 21:35:00,0,0
2025-11-08 21:40:00,0,0
2025-11-08 21:45:00,0,0
2025-11-08 21:50:00,2,6
2025-11-08 21:55:00,3,7
2025-11-08 22:00:00,1,3
2025-11-08 22:05:00,2,1
2025-11-08 22:10:00,1,3
2025-11-08 22:15:00,1,1
2025-11-08 22:20:00,0,0
2025-11-08 22:25:00,0,0
2025-11-08 22:30:00,0,0
2025-11-08 22:35:00,0,0
2025-11-08 22:40:00,0,0
2025-11-08 22:45:00,0,0
2025-11-08 22:50:00,0,0
2025-11-08 22:55:00,0,0
2025-11-08 23:00:00,0,0
2025-11-08 23:05:00,0,0
2025-11-08 23:10:00,0,0
2025-11-08 23:15:00,0,0
2025-11-08 23:20:00,0,0
2025-11-08 23:25:00,0,0
2025-11-08 23:30:00,0,0
2025-11-08 23:35:00,0,0
2025-11-08 23:40:00,0,0
2025-11-08 23:45:00,0,0
2025-11-08 23:50:00,0,0
2025-11-08 23:55:00,0,0
2025-11-09 00:00:00,0,0
2025-11-09 00:05:00,0,0
2025-11-09 00:10:00,1,2
2025-11-09 00:15:00,2,4
2025-11-09 00:20:00,0,0
2025-11-09 00:25:00,0,0
2025-11-09 00:30:00,0,0
2025-11-09 00:35:00,0,0
2025-11-09 00:40:00,0,0
2025-11-09 00:45:00,2,0
2025-11-09 00:50:00,0,4
2025-11-09 00:55:00,1,3
2025-11-09 01:00:00,0,0
2025-11-09 01:05:00,0,0
2025-11-09 01:10:00,0,0
2025-11-09 01:15:00,0,0
2025-11-09 01:20:00,0,0
2025-11-09 01:25:00,0,0
2025-11-09 01:30:00,0,0
2025-11-09 01:35:00,0,0
2025-11-09 01:40:00,0,0
2025-11-09 01:45:00,0,0
2025-11-09 01:50:00,0,0
2025-11-09 01:55:00,0,0
2025-11-09 02:00:00,0,0
2025-11-09 02:05:00,0,0
2025-11-09 02:10:00,0,0
2025-11-09 02:15:00,0,0
2025-11-09 02:20:00,0,0
2025-11-09 02:25:00,0,0
2025-11-09 02:30:00,0,0
2025-11-09 02:35:00,0,0
2025-11-09 02:40:00,0,0
2025-11-09 02:45:00,0,0
2025-11-09 02:50:00,0,0
2025-11-09 02:55:00,0,0
2025-11-09 03:00:00,0,0
2025-11-09 03:05:00,0,0
2025-11-09 03:10:00,0,0
2025-11-09 03:15:00,0,0
2025-11-09 03:20:00,0,0
2025-11-09 03:25:00,0,0
2025-11-09 03:30:00,0,0
2025-11-09 03:35:00,0,0
2025-11-09 03:40:00,0,0
2025-11-09 03:45:00,0,0
2025-11-09 03:50:00,0,0
2025-11-09 03:55:00,0,0
2025-11-09 04:00:00,0,0
2025-11-09 04:05:00,0,0
2025-11-09 04:10:00,0,0
2025-11-09 04:15:00,0,0
2025-11-09 04:20:00,0,0
2025-11-09 04:25:00,0,0
2025-11-09 04:30:00,0,0
2025-11-09 04:35:00,0,0
2025-11-09 04:40:00,0,0
2025-11-09 04:45:00,0,0
2025-11-09 04:50:00,0,0
2025-11-09 04:55:00,0,0
2025-11-09 05:00:00,4,4
2025-11-09 05:05:00,5,5
2025-11-09 05:10:00,0,0
2025-11-09 05:15:00,0,0
2025-11-09 05:20:00,0,0
2025-11-09 05:25:00,0,0
2025-11-09 05:30:00,0,0
2025-11-09 05:35:00,0,0
2025-11-09 05:40:00,0,0
2025-11-09 05:45:00,0,0
2025-11-09 05:50:00,0,0
2025-11-09 05:55:00,0,0
2025-11-09 06:00:00,0,0
2025-11-09 06:05:00,0,0
2025-11-09 06:10:00,0,0
2025-11-09 06:15:00,0,0
2025-11-09 06:20:00,0,0
2025-11-09 06:25:00,0,0
2025-11-09 06:30:00,0,0
2025-11-09 06:35:00,1,1
2025-11-09 06:40:00,1,3
2025-11-09 06:45:00,0,0
2025-11-09 06:50:00,2,1
2025-11-09 06:55:00,2,1
2025-11-09 07:00:00,0,1
2025-11-09 07:05:00,0,0
2025-11-09 07:10:00,0,0
2025-11-09 07:15:00,0,0
2025-11-09 07:20:00,0,0
2025-11-09 07:25:00,0,0
2025-11-09 07:30:00,0,0
2025-11-09 07:35:00,0,0
2025-11-09 07:40:00,3,3
2025-11-09 07:45:00,5,9
2025-11-09 07:50:00,3,3
2025-11-09 07:55:00,0,0
2025-11-09 08:00:00,5,7
2025-11-09 08:05:00,0,0
2025-11-09 08:10:00,0,0
2025-11-09 08:15:00,0,0
2025-11-09 08:20:00,0,0
2025-11-09 08:25:00,1,0
2025-11-09 08:30:00,0,0
2025-11-09 08:35:00,0,0
2025-11-09 08:40:00,0,0
2025-11-09 08:45:00,2,2
2025-11-09 08:50:00,0,0
2025-11-09 08:55:00,2,1
2025-11-09 09:00:00,0,1
2025-11-09 09:05:00,4,4
2025-11-09 09:10:00,1,1
2025-11-09 09:15:00,2,4
2025-11-09 09:20:00,2,2
2025-11-09 09:25:00,1,2
2025-11-09 09:30:00,1,1
2025-11-09 09:35:00,0,0
2025-11-09 09:40:00,1,1
2025-11-09 09:45:00,0,0
2025-11-09 09:50:00,1,1
2025-11-09 09:55:00,0,0
2025-11-09 10:00:00,0,0
2025-11-09 10:05:00,4,1
2025-11-09 10:10:00,2,3
2025-11-09 10:15:00,3,2
2025-11-09 10:20:00,0,3
2025-11-09 10:25:00,0,0
2025-11-09 10:30:00,6,5
2025-11-09 10:35:00,0,0
2025-11-09 10:40:00,0,0
2025-11-09 10:45:00,0,0
2025-11-09 10:50:00,1,1
2025-11-09 10:55:00,0,0
2025-11-09 11:00:00,0,0
2025-11-09 11:05:00,2,2
2025-11-09 11:10:00,0,0
2025-11-09 11:15:00,0,0
2025-11-09 11:20:00,0,0
2025-11-09 11:25:00,1,1
2025-11-09 11:30:00,0,0
2025-11-09 11:35:00,1,1
2025-11-09 11:40:00,0,0
2025-11-09 11:45:00,3,3
2025-11-09 11:50:00,0,0
2025-11-09 11:55:00,0,0
2025-11-09 12:00:00,0,0
2025-11-09 12:05:00,1,1
2025-11-09 12:10:00,6,8
2025-11-09 12:15:00,1,1
2025-11-09 12:20:00,1,1
2025-11-09 12:25:00,0,0
2025-11-09 12:30:00,0,0
2025-11-09 12:35:00,0,0
2025-11-09 12:40:00,1,1
2025-11-09 12:45:00,4,5
2025-11-09 12:50:00,3,2
2025-11-09 12:55:00,4,4
2025-11-09 13:00:00,4,5
2025-11-09 13:05:00,2,0
2025-11-09 13:10:00,3,4
2025-11-09 13:15:00,3,2
2025-11-09 13:20:00,4,5
2025-11-09 13:25:00,5,9
2025-11-09 13:30:00,6,1
2025-11-09 13:35:00,4,2
2025-11-09 13:40:00,5,3
2025-11-09 13:45:00,3,2
2025-11-09 13:50:00,0,0
2025-11-09 13:55:00,7,3
2025-11-09 14:00:00,0,0
2025-11-09 14:05:00,6,5
2025-11-09 14:10:00,6,6
2025-11-09 14:15:00,2,1
2025-11-09 14:20:00,5,3
2025-11-09 14:25:00,1,1
2025-11-09 14:30:00,2,2
2025-11-09 14:35:00,2,1
2025-11-09 14:40:00,0,0
2025-11-09 14:45:00,3,2
2025-11-09 14:50:00,2,2
2025-11-09 14:55:00,3,2
2025-11-09 15:00:00,5,6
2025-11-09 15:05:00,1,3
2025-11-09 15:10:00,1,1
2025-11-09 15:15:00,3,4
2025-11-09 15:20:00,0,0
2025-11-09 15:25:00,0,0
2025-11-09 15:30:00,2,1
2025-11-09 15:35:00,0,4
2025-11-09 15:40:00,0,0
2025-11-09 15:45:00,0,0
2025-11-09 15:50:00,3,2
2025-11-09 15:55:00,4,7
2025-11-09 16:00:00,1,1
2025-11-09 16:05:00,2,4
2025-11-09 16:10:00,3,2
2025-11-09 16:15:00,4,9
2025-11-09 16:20:00,3,5
2025-11-09 16:25:00,6,10
2025-11-09 16:30:00,1,1
2025-11-09 16:35:00,5,4
2025-11-09 16:40:00,0,3
2025-11-09 16:45:00,4,2
2025-11-09 16:50:00,2,3
2025-11-09 16:55:00,4,4
2025-11-09 17:00:00,4,8
2025-11-09 17:05:00,1,1
2025-11-09 17:10:00,2,3
2025-11-09 17:15:00,2,2
2025-11-09 17:20:00,2,2
2025-11-09 17:25:00,0,1
2025-11-09 17:30:00,1,1
2025-11-09 17:35:00,0,0
2025-11-09 17:40:00,2,2
2025-11-09 17:45:00,0,0
2025-11-09 17:50:00,1,2
2025-11-09 17:55:00,2,4
2025-11-09 18:00:00,2,3
2025-11-09 18:05:00,5,5
2025-11-09 18:10:00,1,2
2025-11-09 18:15:00,6,7
2025-11-09 18:20:00,4,8
2025-11-09 18:25:00,1,1
2025-11-09 18:30:00,1,2
2025-11-09 18:35:00,1,1
2025-11-09 18:40:00,1,1
2025-11-09 18:45:00,1,1
2025-11-09 18:50:00,0,0
2025-11-09 18:55:00,2,2
2025-11-09 19:00:00,1,2
2025-11-09 19:05:00,1,1
2025-11-09 19:10:00,3,4
2025-11-09 19:15:00,2,3
2025-11-09 19:20:00,0,0
2025-11-09 19:25:00,1,1
2025-11-09 19:30:00,3,4
2025-11-09 19:35:00,0,0
2025-11-09 19:40:00,4,6
2025-11-09 19:45:00,2,2
2025-11-09 19:50:00,1,1
2025-11-09 19:55:00,1,1
2025-11-09 20:00:00,0,0
2025-11-09 20:05:00,0,0
2025-11-09 20:10:00,1,2
2025-11-09 20:15:00,2,1
2025-11-09 20:20:00,1,2
2025-11-09 20:25:00,2,1
2025-11-09 20:30:00,0,0
2025-11-09 20:35:00,0,0
2025-11-09 20:40:00,0,0
2025-11-09 20:45:00,1,1
2025-11-09 20:50:00,0,0
2025-11-09 20:55:00,0,0
2025-11-09 21:00:00,0,0
2025-11-09 21:05:00,0,0
2025-11-09 21:10:00,0,0
2025-11-09 21:15:00,4,2
2025-11-09 21:20:00,0,3
2025-11-09 21:25:00,0,0
2025-11-09 21:30:00,1,1
2025-11-09 21:35:00,0,0
2025-11-09 21:40:00,0,0
2025-11-09 21:45:00,0,0
2025-11-09 21:50:00,1,1
2025-11-09 21:55:00,2,2
2025-11-09 22:00:00,0,0
2025-11-09 22:05:00,2,1
2025-11-09 22:10:00,1,2
2025-11-09 22:15:00,1,3
2025-11-09 22:20:00,0,0
2025-11-09 22:25:00,1,1
2025-11-09 22:30:00,0,0
2025-11-09 22:35:00,0,0
2025-11-09 22:40:00,1,1
2025-11-09 22:45:00,1,1
2025-11-09 22:50:00,0,0
2025-11-09 22:55:00,0,0
2025-11-09 23:00:00,0,0
2025-11-09 23:05:00,0,0
2025-11-09 23:10:00,0,0
2025-11-09 23:15:00,0,0
2025-11-09 23:20:00,0,0
2025-11-09 23:25:00,0,0
2025-11-09 23:30:00,0,0
2025-11-09 23:35:00,0,0
2025-11-09 23:40:00,0,0
2025-11-09 23:45:00,0,0
2025-11-09 23:50:00,0,0
2025-11-09 23:55:00,0,0
2025-11-10 00:00:00,0,0
2025-11-10 00:05:00,0,0
2025-11-10 00:10:00,0,0
2025-11-10 00:15:00,1,3
2025-11-10 00:20:00,0,0
2025-11-10 00:25:00,0,0
2025-11-10 00:30:00,0,0
2025-11-10 00:35:00,0,0
2025-11-10 00:40:00,0,0
2025-11-10 00:45:00,0,0
2025-11-10 00:50:00,0,0
2025-11-10 00:55:00,0,0
2025-11-10 01:00:00,0,0
2025-11-10 01:05:00,0,0
2025-11-10 01:10:00,0,0
2025-11-10 01:15:00,0,0
2025-11-10 01:20:00,0,0
2025-11-10 01:25:00,0,0
2025-11-10 01:30:00,0,0
2025-11-10 01:35:00,0,0
2025-11-10 01:40:00,0,0
2025-11-10 01:45:00,0,0
2025-11-10 01:50:00,0,0
2025-11-10 01:55:00,0,0
2025-11-10 02:00:00,0,0
2025-11-10 02:05:00,0,0
2025-11-10 02:10:00,0,0
2025-11-10 02:15:00,0,0
2025-11-10 02:20:00,0,0
2025-11-10 02:25:00,0,0
2025-11-10 02:30:00,0,0
2025-11-10 02:35:00,0,0
2025-11-10 02:40:00,0,0
2025-11-10 02:45:00,0,0
2025-11-10 02:50:00,0,0
2025-11-10 02:55:00,0,0
2025-11-10 03:00:00,0,0
2025-11-10 03:05:00,0,0
2025-11-10 03:10:00,0,0
2025-11-10 03:15:00,0,0
2025-11-10 03:20:00,0,0
2025-11-10 03:25:00,0,0
2025-11-10 03:30:00,0,0
2025-11-10 03:35:00,0,0
2025-11-10 03:40:00,0,0
2025-11-10 03:45:00,0,0
2025-11-10 03:50:00,0,0
2025-11-10 03:55:00,0,0
2025-11-10 04:00:00,0,0
2025-11-10 04:05:00,0,0
2025-11-10 04:10:00,0,0
2025-11-10 04:15:00,0,0
2025-11-10 04:20:00,0,0
2025-11-10 04:25:00,0,0
2025-11-10 04:30:00,0,0
2025-11-10 04:35:00,0,0
2025-11-10 04:40:00,0,0
2025-11-10 04:45:00,0,0
2025-11-10 04:50:00,0,0
2025-11-10 04:55:00,0,0
2025-11-10 05:00:00,3,2
2025-11-10 05:05:00,6,6
2025-11-10 05:10:00,0,0
2025-11-10 05:15:00,0,0
2025-11-10 05:20:00,0,0
2025-11-10 05:25:00,0,0
2025-11-10 05:30:00,0,0
2025-11-10 05:35:00,0,0
2025-11-10 05:40:00,0,0
2025-11-10 05:45:00,0,0
2025-11-10 05:50:00,0,0
2025-11-10 05:55:00,0,0
2025-11-10 06:00:00,0,0
2025-11-10 06:05:00,0,0
2025-11-10 06:10:00,0,0
2025-11-10 06:15:00,0,0
2025-11-10 06:20:00,0,0
2025-11-10 06:25:00,1,0
2025-11-10 06:30:00,1,2
2025-11-10 06:35:00,1,1
2025-11-10 06:40:00,3,2
2025-11-10 06:45:00,3,4
2025-11-10 06:50:00,6,7
2025-11-10 06:55:00,3,2
2025-11-10 07:00:00,1,1
2025-11-10 07:05:00,2,3
2025-11-10 07:10:00,1,2
2025-11-10 07:15:00,6,5
2025-11-10 07:20:00,0,0
2025-11-10 07:25:00,5,10
2025-11-10 07:30:00,4,7
2025-11-10 07:35:00,6,6
2025-11-10 07:40:00,7,7
2025-11-10 07:45:00,7,5
2025-11-10 07:50:00,6,5
2025-11-10 07:55:00,0,0
2025-11-10 08:00:00,2,2
2025-11-10 08:05:00,2,2
2025-11-10 08:10:00,3,2
2025-11-10 08:15:00,6,5
2025-11-10 08:20:00,6,7
2025-11-10 08:25:00,7,9
2025-11-10 08:30:00,6,5
2025-11-10 08:35:00,8,8
2025-11-10 08:40:00,8,8
2025-11-10 08:45:00,13,16
2025-11-10 08:50:00,13,25
2025-11-10 08:55:00,14,29
2025-11-10 09:00:00,15,19
2025-11-10 09:05:00,12,20
2025-11-10 09:10:00,13,19
2025-11-10 09:15:00,21,36
2025-11-10 09:20:00,18,39
2025-11-10 09:25:00,27,55
2025-11-10 09:30:00,27,59
2025-11-10 09:35:00,26,47
2025-11-10 09:40:00,21,49
2025-11-10 09:45:00,29,70
2025-11-10 09:50:00,33,71
2025-11-10 09:55:00,29,110
2025-11-10 10:00:00,38,124
2025-11-10 10:05:00,41,98
2025-11-10 10:10:00,43,111
2025-11-10 10:15:00,51,125
2025-11-10 10:20:00,50,127
2025-11-10 10:25:00,59,152
2025-11-10 10:30:00,47,197
2025-11-10 10:35:00,42,154
2025-11-10 10:40:00,50,199
2025-11-10 10:45:00,56,153
2025-11-10 10:50:00,49,130
2025-11-10 10:55:00,52,137
2025-11-10 11:00:00,48,123
2025-11-10 11:05:00,40,99
2025-11-10 11:10:00,55,100
2025-11-10 11:15:00,61,91
2025-11-10 11:20:00,54,93
2025-11-10 11:25:00,51,88
2025-11-10 11:30:00,49,71
2025-11-10 11:35:00,36,50
2025-11-10 11:40:00,43,49
2025-11-10 11:45:00,54,56
2025-11-10 11:50:00,60,66
2025-11-10 11:55:00,77,93
2025-11-10 12:00:00,104,181
2025-11-10 12:05:00,28,72
2025-11-10 12:10:00,75,160
2025-11-10 12:15:00,95,188
2025-11-10 12:20:00,85,207
2025-11-10 12:25:00,77,183
2025-11-10 12:30:00,79,224
2025-11-10 12:35:00,68,140
2025-11-10 12:40:00,69,182
2025-11-10 12:45:00,79,160
2025-11-10 12:50:00,65,159
2025-11-10 12:55:00,73,137
2025-11-10 13:00:00,76,149
2025-11-10 13:05:00,61,139
2025-11-10 13:10:00,68,155
2025-11-10 13:15:00,58,147
2025-11-10 13:20:00,59,153
2025-11-10 13:25:00,62,143
2025-11-10 13:30:00,53,160
2025-11-10 13:35:00,68,122
2025-11-10 13:40:00,73,179
2025-11-10 13:45:00,59,119
2025-11-10 13:50:00,66,154
2025-11-10 13:55:00,65,201
2025-11-10 14:00:00,64,154
2025-11-10 14:05:00,53,117
2025-11-10 14:10:00,60,94
2025-11-10 14:15:00,69,92
2025-11-10 14:20:00,66,82
2025-11-10 14:25:00,66,93
2025-11-10 14:30:00,38,61
2025-11-10 14:35:00,55,76
2025-11-10 14:40:00,44,60
2025-11-10 14:45:00,41,56
2025-11-10 14:50:00,50,57
2025-11-10 14:55:00,60,90
2025-11-10 15:00:00,52,81
2025-11-10 15:05:00,33,63
2025-11-10 15:10:00,47,85
2025-11-10 15:15:00,50,61
2025-11-10 15:20:00,34,57
2025-11-10 15:25:00,57,65
2025-11-10 15:30:00,47,65
2025-11-10 15:35:00,51,81
