hall_up,hall_down,car_calls,people_in,people_out,total_stops,maint_events,total_demand,traffic_state_id,traffic_state
0,1,1,2,1,2,0,2,1,Idle Period
0,0,0,0,0,1,0,0,1,Idle Period
0,1,1,1,1,2,0,2,1,Idle Period
0,0,0,0,0,1,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,1,1,1,1,3,0,2,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,1,1,1,1,3,0,2,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,1,1,3,1,3,0,2,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,1,1,2,1,3,0,2,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
2,0,2,0,0,0,0,4,1,Idle Period
9,0,12,7,9,15,0,21,1,Idle Period
1,1,1,4,5,10,0,3,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
1,0,1,0,0,1,0,2,1,Idle Period
1,0,1,2,2,5,0,2,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
1,0,1,1,2,2,0,2,1,Idle Period
2,0,2,2,1,5,0,4,1,Idle Period
2,0,2,2,3,3,0,4,1,Idle Period
0,0,0,0,1,1,0,0,1,Idle Period
1,0,1,2,2,2,0,2,1,Idle Period
3,0,2,3,3,4,0,5,1,Idle Period
1,1,3,4,3,6,0,5,1,Idle Period
6,0,5,6,4,8,0,11,1,Idle Period
3,0,3,4,4,7,0,6,1,Idle Period
1,0,2,2,2,4,0,3,1,Idle Period
1,0,1,1,1,2,0,2,1,Idle Period
2,0,2,2,1,3,0,4,1,Idle Period
5,4,6,11,11,13,0,15,1,Idle Period
1,0,2,2,2,4,0,3,1,Idle Period
12,4,17,18,17,30,0,33,1,Idle Period
2,1,3,4,5,7,0,6,1,Idle Period
6,1,7,5,5,7,0,14,1,Idle Period
2,2,5,5,4,11,0,9,1,Idle Period
3,2,4,3,3,5,0,9,1,Idle Period
0,1,2,4,5,5,0,3,1,Idle Period
4,1,4,3,3,4,0,9,1,Idle Period
10,0,13,12,12,24,0,23,1,Idle Period
1,0,1,1,1,3,0,2,1,Idle Period
2,1,3,5,3,5,0,6,1,Idle Period
2,1,4,6,5,6,0,7,1,Idle Period
2,1,3,4,3,5,0,6,1,Idle Period
8,1,7,9,7,13,0,16,1,Idle Period
2,3,4,4,3,6,0,9,1,Idle Period
3,2,6,9,10,13,0,11,1,Idle Period
6,0,5,5,3,8,0,11,1,Idle Period
8,0,8,8,11,15,0,16,1,Idle Period
7,1,7,9,8,14,0,15,1,Idle Period
7,3,9,10,8,14,0,19,1,Idle Period
13,1,15,18,22,26,0,29,1,Idle Period
10,3,17,19,19,29,0,30,1,Idle Period
14,2,17,27,27,28,0,33,1,Idle Period
11,2,16,16,17,25,0,29,1,Idle Period
10,4,22,29,28,33,0,36,1,Idle Period
15,6,33,34,29,42,0,54,1,Idle Period
15,4,31,41,44,48,0,50,2,Morning Peak
13,7,32,31,33,46,0,52,2,Morning Peak
13,10,36,43,47,55,0,59,2,Morning Peak
18,7,46,57,41,56,0,71,2,Morning Peak
21,6,43,63,78,71,0,70,2,Morning Peak
23,9,60,83,74,79,0,92,2,Morning Peak
31,8,60,73,93,87,0,99,2,Morning Peak
29,2,51,71,84,74,0,82,2,Morning Peak
29,7,58,97,90,80,0,94,2,Morning Peak
27,10,68,100,111,90,0,105,2,Morning Peak
23,12,63,119,111,81,0,98,2,Morning Peak
27,17,62,122,149,89,0,106,2,Morning Peak
30,13,69,147,130,87,0,112,2,Morning Peak
22,18,64,152,173,87,0,104,2,Morning Peak
32,21,69,129,136,88,0,122,2,Morning Peak
25,12,63,139,147,88,0,100,2,Morning Peak
30,20,74,129,131,92,0,124,2,Morning Peak
21,19,72,142,140,88,0,112,2,Morning Peak
22,26,64,128,154,89,0,112,1,Idle Period
23,22,61,100,103,86,0,106,1,Idle Period
23,21,61,118,113,85,0,105,1,Idle Period
25,19,59,78,102,91,0,103,1,Idle Period
21,25,57,84,81,82,0,103,1,Idle Period
25,25,54,72,72,79,0,104,1,Idle Period
26,29,61,74,79,87,0,116,3,Lunch Peak
22,26,54,79,74,81,0,102,3,Lunch Peak
24,29,38,61,68,80,0,91,3,Lunch Peak
26,27,40,60,55,65,0,93,3,Lunch Peak
19,51,53,83,83,85,0,123,3,Lunch Peak
14,59,46,80,65,80,0,119,3,Lunch Peak
13,76,43,191,158,83,0,132,3,Lunch Peak
18,75,40,193,205,82,0,133,3,Lunch Peak
16,81,48,160,135,84,0,145,3,Lunch Peak
14,82,49,201,200,91,0,145,3,Lunch Peak
13,64,47,151,143,84,0,124,3,Lunch Peak
16,56,46,183,193,81,0,118,3,Lunch Peak
14,83,48,197,173,90,0,145,3,Lunch Peak
16,51,48,182,188,80,0,115,3,Lunch Peak
14,51,48,160,164,82,0,113,3,Lunch Peak
18,72,60,146,157,93,0,150,3,Lunch Peak
17,56,53,137,164,89,0,126,3,Lunch Peak
18,46,62,172,146,87,0,126,3,Lunch Peak
15,54,41,127,141,88,0,110,3,Lunch Peak
21,45,61,127,119,87,0,127,3,Lunch Peak
18,38,57,126,136,88,0,113,3,Lunch Peak
19,40,58,149,160,84,0,117,3,Lunch Peak
17,36,69,135,132,85,0,122,3,Lunch Peak
16,38,59,120,137,87,0,113,3,Lunch Peak
21,33,60,140,122,86,0,114,3,Lunch Peak
29,33,55,114,139,87,0,117,3,Lunch Peak
23,37,58,140,138,88,0,118,3,Lunch Peak
21,27,70,141,143,85,0,118,3,Lunch Peak
27,22,69,208,156,85,0,118,3,Lunch Peak
25,39,68,161,206,94,0,132,3,Lunch Peak
38,39,66,168,152,92,0,143,3,Lunch Peak
28,27,58,141,144,89,0,113,3,Lunch Peak
25,41,56,116,133,89,0,122,3,Lunch Peak
34,32,56,97,96,87,0,122,3,Lunch Peak
28,37,51,82,89,76,0,116,3,Lunch Peak
36,38,44,68,71,78,0,118,3,Lunch Peak
20,37,45,75,71,75,0,102,1,Idle Period
17,38,47,69,69,70,0,102,1,Idle Period
20,19,40,58,62,63,0,79,1,Idle Period
17,27,46,80,76,69,0,90,1,Idle Period
23,24,39,57,54,67,0,86,1,Idle Period
14,33,42,52,51,62,0,89,1,Idle Period
16,22,34,45,52,61,0,72,1,Idle Period
20,33,41,64,60,66,0,94,1,Idle Period
20,24,38,61,67,72,0,82,1,Idle Period
17,27,47,66,61,68,0,91,1,Idle Period
18,30,47,56,65,76,0,95,1,Idle Period
20,21,42,70,66,67,0,83,1,Idle Period
19,24,43,76,76,69,0,86,1,Idle Period
14,17,29,46,49,51,0,60,1,Idle Period
17,20,34,54,47,55,0,71,1,Idle Period
17,23,34,53,47,64,0,74,1,Idle Period
18,20,41,48,55,64,0,79,1,Idle Period
16,33,47,63,64,73,0,96,1,Idle Period
16,29,36,70,68,66,0,81,1,Idle Period
18,19,40,58,57,55,0,77,1,Idle Period
16,37,34,60,58,60,0,87,1,Idle Period
16,33,39,70,59,64,0,88,1,Idle Period
17,31,42,67,70,62,0,90,1,Idle Period
21,37,48,80,87,83,0,106,1,Idle Period
17,39,45,92,91,79,0,101,1,Idle Period
14,26,32,46,52,54,0,72,1,Idle Period
12,23,35,50,57,57,0,70,1,Idle Period
15,28,37,58,53,65,0,80,1,Idle Period
17,23,33,49,53,60,0,73,1,Idle Period
18,28,43,59,58,67,0,89,1,Idle Period
16,24,34,55,49,56,0,74,1,Idle Period
15,34,43,57,55,68,0,92,1,Idle Period
15,20,30,44,44,56,0,65,1,Idle Period
14,28,33,54,44,55,0,75,1,Idle Period
19,23,37,59,63,60,0,79,1,Idle Period
16,22,34,51,57,55,0,72,1,Idle Period
12,24,37,57,54,58,0,73,1,Idle Period
17,26,36,51,54,61,0,79,1,Idle Period
16,15,34,50,54,52,0,65,1,Idle Period
15,31,40,58,54,71,0,86,1,Idle Period
15,29,34,64,64,54,0,78,1,Idle Period
16,25,36,69,79,61,0,77,1,Idle Period
13,62,34,86,79,74,0,109,4,Evening Peak
12,91,33,78,82,79,0,136,4,Evening Peak
17,76,40,87,81,82,0,133,4,Evening Peak
7,63,25,73,76,73,0,95,4,Evening Peak
12,80,38,88,64,77,0,130,4,Evening Peak
15,75,33,101,114,80,0,123,4,Evening Peak
11,105,29,116,92,79,0,145,4,Evening Peak
11,95,28,152,148,86,0,134,4,Evening Peak
13,90,33,107,110,80,0,136,4,Evening Peak
13,91,28,122,109,82,0,132,4,Evening Peak
8,90,33,94,87,83,0,131,4,Evening Peak
14,81,36,118,96,86,0,131,4,Evening Peak
10,96,29,115,113,81,0,135,4,Evening Peak
11,95,33,147,150,82,0,139,4,Evening Peak
9,86,29,107,104,81,0,124,4,Evening Peak
12,92,35,108,96,80,0,139,4,Evening Peak
8,90,26,76,89,77,0,124,4,Evening Peak
7,87,29,87,72,76,0,123,4,Evening Peak
8,74,25,83,87,77,0,107,4,Evening Peak
9,55,26,48,46,62,0,90,4,Evening Peak
7,56,28,66,62,67,0,91,4,Evening Peak
9,58,30,86,73,64,0,97,4,Evening Peak
5,51,17,67,73,59,0,73,4,Evening Peak
12,36,27,55,55,52,0,75,4,Evening Peak
11,40,31,74,61,56,0,82,1,Idle Period
8,34,27,52,55,50,0,69,1,Idle Period
6,30,19,44,48,46,0,55,1,Idle Period
9,19,21,29,33,42,0,49,1,Idle Period
4,26,19,36,32,39,0,49,1,Idle Period
5,25,23,42,44,40,0,53,1,Idle Period
3,19,13,30,32,34,0,35,1,Idle Period
5,21,18,29,22,36,0,44,1,Idle Period
6,28,19,38,37,41,0,53,1,Idle Period
5,24,20,37,37,41,0,49,1,Idle Period
3,16,15,21,25,32,0,34,1,Idle Period
1,14,14,28,27,29,0,29,1,Idle Period
7,13,15,30,24,26,0,35,1,Idle Period
0,13,10,16,22,23,0,23,1,Idle Period
3,13,10,16,17,22,0,26,1,Idle Period
1,20,14,27,25,31,0,35,1,Idle Period
5,14,15,27,30,33,0,34,1,Idle Period
9,15,27,34,35,41,0,51,1,Idle Period
4,14,15,29,24,25,0,33,1,Idle Period
3,7,8,13,16,19,0,18,1,Idle Period
3,14,15,22,21,28,0,32,1,Idle Period
0,14,10,20,17,25,0,24,1,Idle Period
0,10,8,12,17,22,0,18,1,Idle Period
0,11,7,13,10,17,0,18,1,Idle Period
3,9,10,18,21,19,0,22,1,Idle Period
4,13,12,16,13,21,0,29,1,Idle Period
2,7,8,20,21,21,0,17,1,Idle Period
0,7,7,10,10,19,0,14,1,Idle Period
2,3,5,8,8,12,0,10,1,Idle Period
2,9,10,15,14,22,0,21,1,Idle Period
0,6,6,13,10,14,0,12,1,Idle Period
2,4,6,9,10,15,0,12,1,Idle Period
0,8,6,11,9,16,0,14,1,Idle Period
0,10,8,10,4,19,0,18,1,Idle Period
1,7,6,11,10,16,0,14,1,Idle Period
0,4,5,6,10,11,0,9,1,Idle Period
0,2,2,3,6,9,0,4,1,Idle Period
1,5,5,7,5,11,0,11,1,Idle Period
0,5,3,6,8,13,0,8,1,Idle Period
1,1,2,2,2,4,0,4,1,Idle Period
2,4,5,9,8,9,0,11,1,Idle Period
0,5,6,9,10,14,0,11,1,Idle Period
2,3,5,7,6,8,0,10,1,Idle Period
0,2,2,3,2,7,0,4,1,Idle Period
0,3,3,3,4,5,0,6,1,Idle Period
1,2,3,7,9,9,0,6,1,Idle Period
1,5,7,8,9,14,0,13,1,Idle Period
2,0,2,0,1,1,0,4,1,Idle Period
0,6,6,8,11,18,0,12,1,Idle Period
2,3,5,11,8,10,0,10,1,Idle Period
0,2,2,2,4,6,0,4,1,Idle Period
0,1,1,1,1,3,0,2,1,Idle Period
0,3,3,3,5,8,0,6,1,Idle Period
0,3,4,5,2,9,0,7,1,Idle Period
0,2,2,3,5,7,0,4,1,Idle Period
0,1,1,1,2,3,0,2,1,Idle Period
0,2,2,2,3,5,0,4,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,1,1,1,1,3,0,2,1,Idle Period
0,1,1,1,2,3,0,2,1,Idle Period
1,2,3,4,3,7,0,6,1,Idle Period
0,1,1,1,2,3,0,2,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,3,2,3,2,4,0,5,1,Idle Period
0,0,1,1,3,5,0,1,1,Idle Period
0,1,1,4,0,1,0,2,1,Idle Period
2,1,3,2,5,6,0,6,1,Idle Period
0,3,2,4,3,8,0,5,1,Idle Period
0,1,1,3,3,4,0,2,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,1,1,1,1,3,0,2,1,Idle Period
0,2,2,3,3,5,0,4,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,1,1,1,1,3,0,2,1,Idle Period
0,3,1,3,3,4,0,4,1,Idle Period
0,1,1,1,1,3,0,2,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,1,1,2,2,3,0,2,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,1,1,1,1,3,0,2,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,1,1,1,2,3,0,2,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
7,0,9,5,7,6,0,16,1,Idle Period
2,0,1,4,5,7,0,3,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,1,1,1,2,2,0,2,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
1,0,1,1,1,1,0,2,1,Idle Period
1,0,1,1,1,2,0,2,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
1,0,1,2,2,2,0,2,1,Idle Period
1,0,1,1,1,2,0,2,1,Idle Period
3,0,3,3,2,5,0,6,1,Idle Period
1,0,1,1,3,3,0,2,1,Idle Period
1,0,1,3,2,2,0,2,1,Idle Period
6,0,5,6,4,7,0,11,1,Idle Period
4,0,4,6,8,10,0,8,1,Idle Period
1,0,0,0,0,0,0,1,1,Idle Period
1,0,2,3,3,4,0,3,1,Idle Period
1,1,2,2,1,3,0,4,1,Idle Period
3,3,6,8,8,13,0,12,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
8,0,11,10,7,14,0,19,1,Idle Period
1,0,2,3,5,7,0,3,1,Idle Period
7,3,9,6,9,11,0,19,1,Idle Period
4,2,11,9,7,18,0,17,1,Idle Period
5,4,9,5,10,15,0,18,1,Idle Period
0,2,3,3,5,8,0,5,1,Idle Period
1,0,1,1,1,2,0,2,1,Idle Period
1,0,1,1,1,2,0,2,1,Idle Period
1,3,5,8,5,6,0,9,1,Idle Period
2,0,2,3,2,3,0,4,1,Idle Period
2,0,3,4,5,5,0,5,1,Idle Period
1,0,0,0,0,0,0,1,1,Idle Period
3,2,6,6,5,8,0,11,1,Idle Period
4,0,4,5,3,6,0,8,1,Idle Period
4,0,5,5,5,9,0,9,1,Idle Period
8,0,10,9,11,18,0,18,1,Idle Period
11,2,14,12,13,23,0,27,1,Idle Period
7,0,7,6,8,12,0,14,1,Idle Period
8,0,10,8,10,18,0,18,1,Idle Period
8,6,13,13,11,21,0,27,1,Idle Period
12,3,16,22,18,26,0,31,1,Idle Period
11,4,22,31,29,33,0,37,1,Idle Period
11,2,19,24,28,34,0,32,1,Idle Period
16,5,31,39,38,46,0,52,1,Idle Period
12,7,32,46,53,46,0,51,1,Idle Period
15,5,31,39,41,47,0,51,2,Morning Peak
13,3,30,27,32,40,0,46,2,Morning Peak
16,4,37,47,51,52,0,57,2,Morning Peak
18,10,36,49,51,56,0,64,2,Morning Peak
18,7,47,46,50,63,0,72,2,Morning Peak
15,7,53,89,89,72,0,75,2,Morning Peak
30,13,53,76,84,82,0,96,2,Morning Peak
30,5,60,83,90,79,0,95,2,Morning Peak
28,13,59,79,83,85,0,100,2,Morning Peak
27,13,64,101,110,82,0,104,2,Morning Peak
30,9,67,121,110,88,0,106,2,Morning Peak
24,19,61,118,123,89,0,104,2,Morning Peak
26,16,72,140,144,90,0,114,2,Morning Peak
29,19,72,134,128,93,0,120,2,Morning Peak
25,17,61,155,187,86,0,103,2,Morning Peak
23,22,63,147,154,86,0,108,2,Morning Peak
29,23,65,163,154,86,0,117,2,Morning Peak
29,14,62,149,148,85,0,105,2,Morning Peak
30,19,61,127,142,82,0,110,1,Idle Period
26,24,71,108,106,86,0,121,1,Idle Period
28,19,67,110,121,92,0,114,1,Idle Period
19,21,57,85,103,84,0,97,1,Idle Period
30,11,65,77,77,82,0,106,1,Idle Period
23,22,52,67,77,81,0,97,1,Idle Period
18,24,53,73,77,74,0,95,3,Lunch Peak
27,24,53,84,88,81,0,104,3,Lunch Peak
24,26,47,63,80,76,0,97,3,Lunch Peak
16,35,46,73,62,72,0,97,3,Lunch Peak
17,39,35,69,65,68,0,91,3,Lunch Peak
15,62,40,95,84,76,0,117,3,Lunch Peak
17,86,34,151,128,85,0,137,3,Lunch Peak
20,80,47,198,191,88,0,147,3,Lunch Peak
16,81,44,185,174,81,0,141,3,Lunch Peak
18,73,49,203,190,88,0,140,3,Lunch Peak
11,78,39,183,206,84,0,128,3,Lunch Peak
11,69,40,167,165,80,0,120,3,Lunch Peak
14,59,57,150,143,89,0,130,3,Lunch Peak
16,68,44,159,160,86,0,128,3,Lunch Peak
19,68,52,174,162,91,0,139,3,Lunch Peak
11,58,52,167,178,87,0,121,3,Lunch Peak
16,63,61,145,155,91,0,140,3,Lunch Peak
20,46,49,130,122,89,0,115,3,Lunch Peak
14,51,45,115,125,82,0,110,3,Lunch Peak
14,47,66,117,129,84,0,127,3,Lunch Peak
16,46,50,124,119,83,0,112,3,Lunch Peak
18,45,55,118,125,90,0,118,3,Lunch Peak
23,42,66,112,120,88,0,131,3,Lunch Peak
23,27,63,119,125,91,0,113,3,Lunch Peak
39,33,52,119,118,79,0,124,3,Lunch Peak
20,32,61,123,111,85,0,113,3,Lunch Peak
22,44,60,159,158,89,0,126,3,Lunch Peak
26,32,67,173,160,90,0,125,3,Lunch Peak
19,32,65,140,162,90,0,116,3,Lunch Peak
30,33,68,174,146,88,0,131,3,Lunch Peak
24,45,67,133,172,97,0,136,3,Lunch Peak
32,18,64,127,138,84,0,114,3,Lunch Peak
27,29,63,108,117,90,0,119,3,Lunch Peak
24,40,57,109,103,85,0,121,3,Lunch Peak
26,29,47,89,101,72,0,102,3,Lunch Peak
31,19,47,64,71,75,0,97,3,Lunch Peak
22,29,47,67,59,69,0,98,1,Idle Period
14,11,30,46,50,52,0,55,1,Idle Period
16,24,38,51,50,61,0,78,1,Idle Period
14,18,33,47,51,56,0,65,1,Idle Period
10,32,36,45,45,53,0,78,1,Idle Period
17,37,37,65,64,68,0,91,1,Idle Period
17,25,39,57,57,62,0,81,1,Idle Period
15,30,39,62,54,63,0,84,1,Idle Period
19,29,47,76,75,69,0,95,1,Idle Period
24,27,39,65,57,69,0,90,1,Idle Period
14,35,38,68,75,64,0,87,1,Idle Period
15,39,39,71,61,69,0,93,1,Idle Period
19,28,43,55,66,64,0,90,1,Idle Period
19,28,42,55,59,69,0,89,1,Idle Period
13,28,37,55,50,66,0,78,1,Idle Period
18,32,40,55,48,62,0,90,1,Idle Period
18,17,39,59,60,61,0,74,1,Idle Period
18,36,43,65,51,70,0,97,1,Idle Period
20,27,37,51,63,62,0,84,1,Idle Period
16,36,35,63,66,71,0,87,1,Idle Period
20,28,36,58,58,64,0,84,1,Idle Period
17,26,40,56,57,65,0,83,1,Idle Period
16,29,35,66,63,70,0,80,1,Idle Period
14,30,37,67,66,62,0,81,1,Idle Period
18,21,35,50,57,52,0,74,1,Idle Period
16,35,37,75,76,68,0,88,1,Idle Period
14,24,29,61,51,46,0,67,1,Idle Period
17,13,44,64,70,61,0,74,1,Idle Period
16,32,38,53,59,71,0,86,1,Idle Period
15,29,41,63,64,69,0,85,1,Idle Period
19,17,35,49,42,49,0,71,1,Idle Period
11,13,24,36,41,45,0,48,1,Idle Period
13,22,29,38,41,48,0,64,1,Idle Period
10,29,25,43,36,49,0,64,1,Idle Period
13,31,31,54,59,54,0,75,1,Idle Period
14,27,39,54,49,58,0,80,1,Idle Period
11,25,27,47,49,52,0,63,1,Idle Period
14,29,39,62,60,59,0,82,1,Idle Period
8,25,27,43,43,51,0,60,1,Idle Period
11,20,29,43,44,45,0,60,1,Idle Period
12,24,33,59,54,58,0,69,1,Idle Period
11,42,27,57,53,52,0,80,1,Idle Period
11,71,34,88,75,75,0,116,4,Evening Peak
15,78,36,72,67,84,0,129,4,Evening Peak
10,70,34,71,73,75,0,114,4,Evening Peak
10,84,34,86,73,80,0,128,4,Evening Peak
14,87,33,82,71,79,0,134,4,Evening Peak
6,93,25,93,88,81,0,124,4,Evening Peak
20,101,35,153,126,85,0,156,4,Evening Peak
14,104,34,150,144,85,0,152,4,Evening Peak
9,90,30,133,156,82,0,129,4,Evening Peak
2,94,22,102,89,82,0,118,4,Evening Peak
11,104,29,103,94,81,0,144,4,Evening Peak
8,74,24,108,115,75,0,106,4,Evening Peak
11,74,25,89,87,73,0,110,4,Evening Peak
9,82,29,97,90,78,0,120,4,Evening Peak
9,75,29,90,79,75,0,113,4,Evening Peak
10,91,30,119,101,82,0,131,4,Evening Peak
9,93,31,95,103,77,0,133,4,Evening Peak
3,67,20,72,58,70,0,90,4,Evening Peak
14,61,32,68,77,70,0,107,4,Evening Peak
7,72,25,73,74,71,0,104,4,Evening Peak
4,58,26,52,53,69,0,88,4,Evening Peak
4,37,18,59,51,49,0,59,4,Evening Peak
5,25,19,38,42,37,0,49,4,Evening Peak
5,33,22,49,46,50,0,60,4,Evening Peak
4,35,17,35,35,41,0,56,1,Idle Period
1,26,14,37,37,41,0,41,1,Idle Period
10,30,24,48,38,42,0,64,1,Idle Period
3,27,22,39,42,46,0,52,1,Idle Period
1,33,16,52,43,43,0,50,1,Idle Period
6,16,17,23,27,35,0,39,1,Idle Period
3,16,14,28,24,30,0,33,1,Idle Period
3,20,11,26,24,29,0,34,1,Idle Period
6,24,19,32,27,39,0,49,1,Idle Period
1,17,13,21,25,35,0,31,1,Idle Period
1,9,9,14,14,21,0,19,1,Idle Period
0,14,11,21,19,27,0,25,1,Idle Period
1,11,8,16,17,21,0,20,1,Idle Period
4,14,15,25,25,30,0,33,1,Idle Period
3,11,13,23,18,26,0,27,1,Idle Period
1,7,6,10,12,15,0,14,1,Idle Period
7,11,15,25,18,25,0,33,1,Idle Period
6,17,19,26,27,30,0,42,1,Idle Period
0,9,8,17,17,24,0,17,1,Idle Period
1,5,7,12,12,14,0,13,1,Idle Period
3,11,9,14,9,17,0,23,1,Idle Period
2,5,9,16,17,16,0,16,1,Idle Period
0,6,4,6,13,13,0,10,1,Idle Period
3,5,8,9,7,15,0,16,1,Idle Period
2,13,11,18,19,24,0,26,1,Idle Period
4,8,8,12,10,17,0,20,1,Idle Period
1,2,5,7,8,9,0,8,1,Idle Period
1,3,4,6,5,11,0,8,1,Idle Period
1,4,4,6,6,12,0,9,1,Idle Period
0,3,3,5,4,7,0,6,1,Idle Period
2,1,3,6,6,6,0,6,1,Idle Period
1,3,4,4,4,8,0,8,1,Idle Period
1,7,6,9,7,14,0,14,1,Idle Period
0,1,1,1,3,4,0,2,1,Idle Period
1,2,3,3,3,6,0,6,1,Idle Period
0,4,4,4,4,8,0,8,1,Idle Period
1,3,4,6,6,11,0,8,1,Idle Period
0,3,3,4,3,7,0,6,1,Idle Period
0,4,3,8,6,9,0,7,1,Idle Period
2,4,4,6,8,9,0,10,1,Idle Period
1,4,4,5,7,7,0,9,1,Idle Period
1,3,4,6,5,10,0,8,1,Idle Period
0,2,2,2,4,6,0,4,1,Idle Period
0,2,2,5,3,6,0,4,1,Idle Period
1,1,2,4,4,3,0,4,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
0,1,1,1,1,3,0,2,1,Idle Period
2,0,2,1,1,1,0,4,1,Idle Period
0,0,0,1,1,1,0,0,1,Idle Period
0,3,3,5,4,7,0,6,1,Idle Period
0,2,2,5,4,5,0,4,1,Idle Period
0,2,2,4,2,7,0,4,1,Idle Period
0,2,2,2,2,5,0,4,1,Idle Period
0,2,2,1,1,5,0,4,1,Idle Period
1,2,3,7,6,8,0,6,1,Idle Period
0,0,0,0,0,0,0,0,1,Idle Period
1,4,3,4,5,7,0,8,1,Idle Period
0,2,2,3,1,4,0,4,1,Idle Period
0,2,3,2,4,8,0,5,1,Idle Period
0,0,0,2,1,2,0,0,1,Idle Period
1,1,2,4,3,2,0,4,1,Idle Period
