Time,hall_up,hall_down,car_calls,people_in,people_out,total_stops,maint_events,hour,minute,day_of_week,day_name,is_weekend,total_demand,traffic_state_id,traffic_state
2025-11-03 23:35:00,0,2,2,3,2,6,0,23,35,0,Monday,False,4,1,Idle Period
2025-11-03 23:40:00,0,3,3,5,6,10,0,23,40,0,Monday,False,6,1,Idle Period
2025-11-03 23:45:00,0,4,2,3,2,7,0,23,45,0,Monday,False,6,1,Idle Period
2025-11-03 23:50:00,0,1,1,2,1,3,0,23,50,0,Monday,False,2,1,Idle Period
2025-11-03 23:55:00,1,5,6,9,8,13,0,23,55,0,Monday,False,12,1,Idle Period
2025-11-04 00:00:00,0,4,4,5,5,11,0,0,0,1,Tuesday,False,8,1,Idle Period
2025-11-04 00:05:00,0,2,1,1,0,1,0,0,5,1,Tuesday,False,3,1,Idle Period
2025-11-04 00:10:00,0,2,3,6,5,9,0,0,10,1,Tuesday,False,5,1,Idle Period
2025-11-04 00:15:00,0,1,1,1,1,4,0,0,15,1,Tuesday,False,2,1,Idle Period
2025-11-04 00:20:00,0,4,2,5,4,7,0,0,20,1,Tuesday,False,6,1,Idle Period
2025-11-04 00:25:00,0,1,1,1,1,3,0,0,25,1,Tuesday,False,2,1,Idle Period
2025-11-04 00:30:00,1,5,6,8,7,15,0,0,30,1,Tuesday,False,12,1,Idle Period
2025-11-04 00:35:00,0,2,2,2,4,7,0,0,35,1,Tuesday,False,4,1,Idle Period
2025-11-04 00:40:00,0,2,1,3,1,3,0,0,40,1,Tuesday,False,3,1,Idle Period
2025-11-04 00:45:00,1,3,3,3,6,9,0,0,45,1,Tuesday,False,7,1,Idle Period
2025-11-04 00:50:00,0,4,5,5,4,12,0,0,50,1,Tuesday,False,9,1,Idle Period
2025-11-04 00:55:00,0,1,1,2,2,5,0,0,55,1,Tuesday,False,2,1,Idle Period
2025-11-04 01:00:00,0,2,2,3,3,4,0,1,0,1,Tuesday,False,4,1,Idle Period
2025-11-04 01:05:00,0,0,0,0,1,2,0,1,5,1,Tuesday,False,0,1,Idle Period
2025-11-04 01:10:00,0,3,3,6,6,8,0,1,10,1,Tuesday,False,6,1,Idle Period
2025-11-04 01:15:00,1,0,1,1,2,3,0,1,15,1,Tuesday,False,2,1,Idle Period
2025-11-04 01:20:00,0,1,1,6,0,1,0,1,20,1,Tuesday,False,2,1,Idle Period
2025-11-04 01:25:00,0,1,1,0,6,3,0,1,25,1,Tuesday,False,2,1,Idle Period
2025-11-04 01:30:00,0,1,1,2,3,5,0,1,30,1,Tuesday,False,2,1,Idle Period
2025-11-04 01:35:00,0,1,0,0,0,0,0,1,35,1,Tuesday,False,1,1,Idle Period
2025-11-04 01:40:00,0,1,2,2,2,6,0,1,40,1,Tuesday,False,3,1,Idle Period
2025-11-04 01:45:00,0,1,1,1,1,3,0,1,45,1,Tuesday,False,2,1,Idle Period
2025-11-04 01:50:00,0,1,1,1,2,3,0,1,50,1,Tuesday,False,2,1,Idle Period
2025-11-04 01:55:00,0,2,2,3,3,6,0,1,55,1,Tuesday,False,4,1,Idle Period
2025-11-04 02:00:00,0,0,0,0,0,0,0,2,0,1,Tuesday,False,0,1,Idle Period
2025-11-04 02:05:00,1,1,2,2,2,4,0,2,5,1,Tuesday,False,4,1,Idle Period
2025-11-04 02:10:00,0,1,1,1,2,4,0,2,10,1,Tuesday,False,2,1,Idle Period
2025-11-04 02:15:00,0,0,0,0,1,1,0,2,15,1,Tuesday,False,0,1,Idle Period
2025-11-04 02:20:00,0,0,0,0,0,0,0,2,20,1,Tuesday,False,0,1,Idle Period
2025-11-04 02:25:00,0,0,0,0,0,0,0,2,25,1,Tuesday,False,0,1,Idle Period
2025-11-04 02:30:00,0,0,0,0,0,0,0,2,30,1,Tuesday,False,0,1,Idle Period
2025-11-04 02:35:00,0,0,0,0,0,0,0,2,35,1,Tuesday,False,0,1,Idle Period
2025-11-04 02:40:00,0,0,0,0,0,0,0,2,40,1,Tuesday,False,0,1,Idle Period
2025-11-04 02:45:00,0,1,1,1,2,3,0,2,45,1,Tuesday,False,2,1,Idle Period
2025-11-04 02:50:00,0,0,0,0,0,0,0,2,50,1,Tuesday,False,0,1,Idle Period
2025-11-04 02:55:00,0,0,0,0,0,0,0,2,55,1,Tuesday,False,0,1,Idle Period
2025-11-04 03:00:00,0,0,0,0,0,0,0,3,0,1,Tuesday,False,0,1,Idle Period
2025-11-04 03:05:00,0,0,0,0,0,0,0,3,5,1,Tuesday,False,0,1,Idle Period
2025-11-04 03:10:00,0,0,0,0,0,0,0,3,10,1,Tuesday,False,0,1,Idle Period
2025-11-04 03:15:00,0,0,0,0,0,0,0,3,15,1,Tuesday,False,0,1,Idle Period
2025-11-04 03:20:00,0,0,0,0,0,0,0,3,20,1,Tuesday,False,0,1,Idle Period
2025-11-04 03:25:00,0,0,0,0,0,0,0,3,25,1,Tuesday,False,0,1,Idle Period
2025-11-04 03:30:00,0,0,0,0,0,0,0,3,30,1,Tuesday,False,0,1,Idle Period
2025-11-04 03:35:00,0,0,0,0,0,0,0,3,35,1,Tuesday,False,0,1,Idle Period
2025-11-04 03:40:00,0,0,0,0,0,0,0,3,40,1,Tuesday,False,0,1,Idle Period
2025-11-04 03:45:00,0,0,0,0,0,0,0,3,45,1,Tuesday,False,0,1,Idle Period
2025-11-04 03:50:00,0,0,0,0,0,0,0,3,50,1,Tuesday,False,0,1,Idle Period
2025-11-04 03:55:00,0,0,0,0,0,0,0,3,55,1,Tuesday,False,0,1,Idle Period
2025-11-04 04:00:00,0,0,0,0,0,0,0,4,0,1,Tuesday,False,0,1,Idle Period
2025-11-04 04:05:00,0,0,0,0,0,0,0,4,5,1,Tuesday,False,0,1,Idle Period
2025-11-04 04:10:00,0,0,0,0,0,0,0,4,10,1,Tuesday,False,0,1,Idle Period
2025-11-04 04:15:00,0,0,0,0,0,0,0,4,15,1,Tuesday,False,0,1,Idle Period
2025-11-04 04:20:00,0,0,0,0,0,0,0,4,20,1,Tuesday,False,0,1,Idle Period
2025-11-04 04:25:00,0,0,0,0,0,0,0,4,25,1,Tuesday,False,0,1,Idle Period
2025-11-04 04:30:00,0,0,0,0,0,0,0,4,30,1,Tuesday,False,0,1,Idle Period
2025-11-04 04:35:00,0,0,0,0,0,0,0,4,35,1,Tuesday,False,0,1,Idle Period
2025-11-04 04:40:00,0,0,0,0,0,0,0,4,40,1,Tuesday,False,0,1,Idle Period
2025-11-04 04:45:00,0,0,0,0,0,0,0,4,45,1,Tuesday,False,0,1,Idle Period
2025-11-04 04:50:00,0,0,0,0,0,0,0,4,50,1,Tuesday,False,0,1,Idle Period
2025-11-04 04:55:00,0,0,0,0,0,0,0,4,55,1,Tuesday,False,0,1,Idle Period
2025-11-04 05:00:00,0,0,0,0,0,0,0,5,0,1,Tuesday,False,0,1,Idle Period
2025-11-04 05:05:00,0,0,0,0,0,0,0,5,5,1,Tuesday,False,0,1,Idle Period
2025-11-04 05:10:00,0,0,0,0,0,0,0,5,10,1,Tuesday,False,0,1,Idle Period
2025-11-04 05:15:00,0,0,0,0,0,0,0,5,15,1,Tuesday,False,0,1,Idle Period
2025-11-04 05:20:00,0,0,0,0,0,0,0,5,20,1,Tuesday,False,0,1,Idle Period
2025-11-04 05:25:00,0,0,0,0,0,0,0,5,25,1,Tuesday,False,0,1,Idle Period
2025-11-04 05:30:00,2,0,2,1,1,0,0,5,30,1,Tuesday,False,4,1,Idle Period
2025-11-04 05:35:00,7,0,7,6,9,13,0,5,35,1,Tuesday,False,14,1,Idle Period
2025-11-04 05:40:00,0,0,0,0,1,3,0,5,40,1,Tuesday,False,0,1,Idle Period
2025-11-04 05:45:00,0,0,0,0,0,0,0,5,45,1,Tuesday,False,0,1,Idle Period
2025-11-04 05:50:00,0,0,0,0,0,0,0,5,50,1,Tuesday,False,0,1,Idle Period
2025-11-04 05:55:00,0,0,0,0,0,0,0,5,55,1,Tuesday,False,0,1,Idle Period
2025-11-04 06:00:00,0,0,0,0,0,0,0,6,0,1,Tuesday,False,0,1,Idle Period
2025-11-04 06:05:00,0,1,1,1,2,2,0,6,5,1,Tuesday,False,2,1,Idle Period
2025-11-04 06:10:00,0,0,0,0,0,0,0,6,10,1,Tuesday,False,0,1,Idle Period
2025-11-04 06:15:00,0,0,0,0,0,0,0,6,15,1,Tuesday,False,0,1,Idle Period
2025-11-04 06:20:00,0,0,0,0,0,0,0,6,20,1,Tuesday,False,0,1,Idle Period
2025-11-04 06:25:00,2,0,2,2,1,3,0,6,25,1,Tuesday,False,4,1,Idle Period
2025-11-04 06:30:00,2,0,3,2,3,7,0,6,30,1,Tuesday,False,5,1,Idle Period
2025-11-04 06:35:00,2,0,2,2,2,4,0,6,35,1,Tuesday,False,4,1,Idle Period
2025-11-04 06:40:00,1,0,1,1,1,3,0,6,40,1,Tuesday,False,2,1,Idle Period
2025-11-04 06:45:00,5,0,4,4,3,7,0,6,45,1,Tuesday,False,9,1,Idle Period
2025-11-04 06:50:00,3,0,4,4,5,9,0,6,50,1,Tuesday,False,7,1,Idle Period
2025-11-04 06:55:00,4,0,3,4,5,6,0,6,55,1,Tuesday,False,7,1,Idle Period
2025-11-04 07:00:00,2,0,3,3,3,6,0,7,0,1,Tuesday,False,5,1,Idle Period
2025-11-04 07:05:00,0,1,1,1,1,2,0,7,5,1,Tuesday,False,2,1,Idle Period
2025-11-04 07:10:00,3,1,4,4,3,7,0,7,10,1,Tuesday,False,8,1,Idle Period
2025-11-04 07:15:00,3,2,4,8,8,9,0,7,15,1,Tuesday,False,9,1,Idle Period
2025-11-04 07:20:00,1,0,1,1,2,2,0,7,20,1,Tuesday,False,2,1,Idle Period
2025-11-04 07:25:00,3,3,8,11,11,13,0,7,25,1,Tuesday,False,14,1,Idle Period
2025-11-04 07:30:00,1,1,3,5,3,6,0,7,30,1,Tuesday,False,5,1,Idle Period
2025-11-04 07:35:00,3,0,3,5,3,1,0,7,35,1,Tuesday,False,6,1,Idle Period
2025-11-04 07:40:00,2,3,6,7,9,12,0,7,40,1,Tuesday,False,11,1,Idle Period
2025-11-04 07:45:00,1,0,1,2,2,2,0,7,45,1,Tuesday,False,2,1,Idle Period
2025-11-04 07:50:00,1,0,1,1,1,2,0,7,50,1,Tuesday,False,2,1,Idle Period
2025-11-04 07:55:00,2,4,5,4,5,8,0,7,55,1,Tuesday,False,11,1,Idle Period
2025-11-04 08:00:00,5,1,8,8,6,11,0,8,0,1,Tuesday,False,14,1,Idle Period
2025-11-04 08:05:00,3,0,3,5,4,4,0,8,5,1,Tuesday,False,6,1,Idle Period
2025-11-04 08:10:00,0,3,3,6,4,6,0,8,10,1,Tuesday,False,6,1,Idle Period
2025-11-04 08:15:00,1,0,1,1,2,3,0,8,15,1,Tuesday,False,2,1,Idle Period
2025-11-04 08:20:00,4,1,5,6,6,8,0,8,20,1,Tuesday,False,10,1,Idle Period
2025-11-04 08:25:00,3,0,3,3,3,4,0,8,25,1,Tuesday,False,6,1,Idle Period
2025-11-04 08:30:00,6,4,10,10,8,15,0,8,30,1,Tuesday,False,20,1,Idle Period
2025-11-04 08:35:00,5,0,6,7,7,10,0,8,35,1,Tuesday,False,11,1,Idle Period
2025-11-04 08:40:00,6,2,8,10,6,13,0,8,40,1,Tuesday,False,16,1,Idle Period
2025-11-04 08:45:00,8,3,9,11,12,19,0,8,45,1,Tuesday,False,20,1,Idle Period
2025-11-04 08:50:00,7,1,9,12,9,15,0,8,50,1,Tuesday,False,17,1,Idle Period
2025-11-04 08:55:00,10,0,13,15,17,22,0,8,55,1,Tuesday,False,23,1,Idle Period
2025-11-04 09:00:00,8,7,13,14,14,23,0,9,0,1,Tuesday,False,28,1,Idle Period
2025-11-04 09:05:00,10,1,16,17,16,24,0,9,5,1,Tuesday,False,27,1,Idle Period
2025-11-04 09:10:00,8,3,11,11,14,22,0,9,10,1,Tuesday,False,22,1,Idle Period
2025-11-04 09:15:00,11,2,20,25,20,27,0,9,15,1,Tuesday,False,33,1,Idle Period
2025-11-04 09:20:00,12,5,34,35,38,50,0,9,20,1,Tuesday,False,51,1,Idle Period
2025-11-04 09:25:00,15,2,28,31,30,39,0,9,25,1,Tuesday,False,45,1,Idle Period
2025-11-04 09:30:00,15,4,35,39,48,55,0,9,30,1,Tuesday,False,54,2,Morning Peak
2025-11-04 09:35:00,20,11,39,46,43,49,0,9,35,1,Tuesday,False,70,2,Morning Peak
2025-11-04 09:40:00,14,10,50,64,65,67,0,9,40,1,Tuesday,False,74,2,Morning Peak
2025-11-04 09:45:00,20,7,40,51,65,64,0,9,45,1,Tuesday,False,67,2,Morning Peak
2025-11-04 09:50:00,20,5,53,64,59,66,0,9,50,1,Tuesday,False,78,2,Morning Peak
2025-11-04 09:55:00,21,9,58,69,83,81,0,9,55,1,Tuesday,False,88,2,Morning Peak
2025-11-04 10:00:00,25,7,49,90,96,77,0,10,0,1,Tuesday,False,81,2,Morning Peak
2025-11-04 10:05:00,34,9,53,82,82,79,0,10,5,1,Tuesday,False,96,2,Morning Peak
2025-11-04 10:10:00,27,10,68,118,111,85,0,10,10,1,Tuesday,False,105,2,Morning Peak
2025-11-04 10:15:00,25,12,60,88,96,81,0,10,15,1,Tuesday,False,97,2,Morning Peak
2025-11-04 10:20:00,26,8,67,96,98,87,0,10,20,1,Tuesday,False,101,2,Morning Peak
2025-11-04 10:25:00,20,8,60,122,119,78,0,10,25,1,Tuesday,False,88,2,Morning Peak
2025-11-04 10:30:00,28,14,59,146,162,83,0,10,30,1,Tuesday,False,101,2,Morning Peak
2025-11-04 10:35:00,27,15,70,166,165,89,0,10,35,1,Tuesday,False,112,2,Morning Peak
2025-11-04 10:40:00,28,19,66,169,181,88,0,10,40,1,Tuesday,False,113,2,Morning Peak
2025-11-04 10:45:00,27,20,61,151,142,86,0,10,45,1,Tuesday,False,108,2,Morning Peak
2025-11-04 10:50:00,32,21,75,146,146,92,0,10,50,1,Tuesday,False,128,2,Morning Peak
2025-11-04 10:55:00,26,25,66,158,168,85,0,10,55,1,Tuesday,False,117,2,Morning Peak
2025-11-04 11:00:00,25,19,62,121,127,88,0,11,0,1,Tuesday,False,106,1,Idle Period
2025-11-04 11:05:00,29,39,64,124,128,91,0,11,5,1,Tuesday,False,132,1,Idle Period
2025-11-04 11:10:00,30,43,69,108,119,94,0,11,10,1,Tuesday,False,142,1,Idle Period
2025-11-04 11:15:00,24,23,62,129,118,87,0,11,15,1,Tuesday,False,109,1,Idle Period
2025-11-04 11:20:00,29,35,62,102,117,91,0,11,20,1,Tuesday,False,126,1,Idle Period
2025-11-04 11:25:00,31,21,60,95,100,86,0,11,25,1,Tuesday,False,112,1,Idle Period
2025-11-04 11:30:00,17,26,46,67,73,77,0,11,30,1,Tuesday,False,89,3,Lunch Peak
2025-11-04 11:35:00,23,26,51,77,75,77,0,11,35,1,Tuesday,False,100,3,Lunch Peak
2025-11-04 11:40:00,15,31,44,61,57,68,0,11,40,1,Tuesday,False,90,3,Lunch Peak
2025-11-04 11:45:00,25,22,38,54,62,69,0,11,45,1,Tuesday,False,85,3,Lunch Peak
2025-11-04 11:50:00,13,36,35,61,49,61,0,11,50,1,Tuesday,False,84,3,Lunch Peak
2025-11-04 11:55:00,19,46,45,90,104,75,0,11,55,1,Tuesday,False,110,3,Lunch Peak
2025-11-04 12:00:00,22,69,52,160,142,90,0,12,0,1,Tuesday,False,143,3,Lunch Peak
2025-11-04 12:05:00,20,64,45,189,168,80,0,12,5,1,Tuesday,False,129,3,Lunch Peak
2025-11-04 12:10:00,20,69,58,209,207,88,0,12,10,1,Tuesday,False,147,3,Lunch Peak
2025-11-04 12:15:00,17,79,43,204,193,85,0,12,15,1,Tuesday,False,139,3,Lunch Peak
2025-11-04 12:20:00,18,68,52,183,175,84,0,12,20,1,Tuesday,False,138,3,Lunch Peak
2025-11-04 12:25:00,19,66,42,195,204,79,0,12,25,1,Tuesday,False,127,3,Lunch Peak
2025-11-04 12:30:00,14,69,44,191,189,86,0,12,30,1,Tuesday,False,127,3,Lunch Peak
2025-11-04 12:35:00,17,74,54,188,200,91,0,12,35,1,Tuesday,False,145,3,Lunch Peak
2025-11-04 12:40:00,17,60,56,174,178,85,0,12,40,1,Tuesday,False,133,3,Lunch Peak
2025-11-04 12:45:00,15,57,52,160,165,92,0,12,45,1,Tuesday,False,124,3,Lunch Peak
2025-11-04 12:50:00,16,63,59,173,154,88,0,12,50,1,Tuesday,False,138,3,Lunch Peak
2025-11-04 12:55:00,16,59,52,126,150,88,0,12,55,1,Tuesday,False,127,3,Lunch Peak
2025-11-04 13:00:00,20,49,60,175,182,87,0,13,0,1,Tuesday,False,129,3,Lunch Peak
2025-11-04 13:05:00,15,51,60,114,127,86,0,13,5,1,Tuesday,False,126,3,Lunch Peak
2025-11-04 13:10:00,16,44,59,132,132,87,0,13,10,1,Tuesday,False,119,3,Lunch Peak
2025-11-04 13:15:00,17,40,62,107,119,86,0,13,15,1,Tuesday,False,119,3,Lunch Peak
2025-11-04 13:20:00,16,43,60,148,129,84,0,13,20,1,Tuesday,False,119,3,Lunch Peak
2025-11-04 13:25:00,16,33,54,125,138,78,0,13,25,1,Tuesday,False,103,3,Lunch Peak
2025-11-04 13:30:00,20,37,55,124,124,81,0,13,30,1,Tuesday,False,112,3,Lunch Peak
2025-11-04 13:35:00,25,37,54,142,138,78,0,13,35,1,Tuesday,False,116,3,Lunch Peak
2025-11-04 13:40:00,22,31,53,151,160,80,0,13,40,1,Tuesday,False,106,3,Lunch Peak
2025-11-04 13:45:00,18,32,57,159,152,79,0,13,45,1,Tuesday,False,107,3,Lunch Peak
2025-11-04 13:50:00,18,29,56,165,174,68,0,13,50,1,Tuesday,False,103,3,Lunch Peak
2025-11-04 13:55:00,19,32,54,203,191,71,0,13,55,1,Tuesday,False,105,3,Lunch Peak
2025-11-04 14:00:00,24,41,61,222,177,82,0,14,0,1,Tuesday,False,126,3,Lunch Peak
2025-11-04 14:05:00,22,22,57,139,181,77,0,14,5,1,Tuesday,False,101,3,Lunch Peak
2025-11-04 14:10:00,25,32,50,112,116,77,0,14,10,1,Tuesday,False,107,3,Lunch Peak
2025-11-04 14:15:00,28,21,56,97,96,81,0,14,15,1,Tuesday,False,105,3,Lunch Peak
2025-11-04 14:20:00,28,36,53,87,94,84,0,14,20,1,Tuesday,False,117,3,Lunch Peak
2025-11-04 14:25:00,30,37,43,87,84,74,0,14,25,1,Tuesday,False,110,3,Lunch Peak
2025-11-04 14:30:00,17,34,45,85,83,80,0,14,30,1,Tuesday,False,96,1,Idle Period
2025-11-04 14:35:00,16,25,43,65,63,65,0,14,35,1,Tuesday,False,84,1,Idle Period
2025-11-04 14:40:00,18,30,38,58,59,65,0,14,40,1,Tuesday,False,86,1,Idle Period
2025-11-04 14:45:00,14,13,32,43,52,50,0,14,45,1,Tuesday,False,59,1,Idle Period
2025-11-04 14:50:00,22,31,42,71,62,68,0,14,50,1,Tuesday,False,95,1,Idle Period
2025-11-04 14:55:00,22,27,46,66,75,76,0,14,55,1,Tuesday,False,95,1,Idle Period
2025-11-04 15:00:00,20,31,34,60,62,63,0,15,0,1,Tuesday,False,85,1,Idle Period
2025-11-04 15:05:00,19,28,41,66,52,65,0,15,5,1,Tuesday,False,88,1,Idle Period
2025-11-04 15:10:00,17,29,42,83,95,75,0,15,10,1,Tuesday,False,88,1,Idle Period
2025-11-04 15:15:00,14,32,39,60,54,62,0,15,15,1,Tuesday,False,85,1,Idle Period
2025-11-04 15:20:00,21,44,42,77,76,78,0,15,20,1,Tuesday,False,107,1,Idle Period
2025-11-04 15:25:00,21,41,50,80,70,77,0,15,25,1,Tuesday,False,112,1,Idle Period
2025-11-04 15:30:00,20,32,42,67,79,70,0,15,30,1,Tuesday,False,94,1,Idle Period
2025-11-04 15:35:00,19,30,45,72,78,68,0,15,35,1,Tuesday,False,94,1,Idle Period
2025-11-04 15:40:00,18,33,42,69,62,68,0,15,40,1,Tuesday,False,93,1,Idle Period
2025-11-04 15:45:00,16,28,38,58,61,65,0,15,45,1,Tuesday,False,82,1,Idle Period
2025-11-04 15:50:00,11,21,26,40,43,42,0,15,50,1,Tuesday,False,58,1,Idle Period
2025-11-04 15:55:00,24,42,48,74,55,71,0,15,55,1,Tuesday,False,114,1,Idle Period
2025-11-04 16:00:00,13,30,53,85,91,75,0,16,0,1,Tuesday,False,96,1,Idle Period
2025-11-04 16:05:00,13,30,33,65,70,58,0,16,5,1,Tuesday,False,76,1,Idle Period
2025-11-04 16:10:00,16,20,31,55,60,52,0,16,10,1,Tuesday,False,67,1,Idle Period
2025-11-04 16:15:00,15,38,43,64,51,63,0,16,15,1,Tuesday,False,96,1,Idle Period
2025-11-04 16:20:00,17,42,36,81,59,64,0,16,20,1,Tuesday,False,95,1,Idle Period
2025-11-04 16:25:00,13,23,32,54,91,64,0,16,25,1,Tuesday,False,68,1,Idle Period
2025-11-04 16:30:00,15,32,35,58,56,56,0,16,30,1,Tuesday,False,82,1,Idle Period
2025-11-04 16:35:00,18,36,37,77,69,65,0,16,35,1,Tuesday,False,91,1,Idle Period
2025-11-04 16:40:00,17,30,40,59,53,65,0,16,40,1,Tuesday,False,87,1,Idle Period
2025-11-04 16:45:00,18,38,50,68,74,74,0,16,45,1,Tuesday,False,106,1,Idle Period
2025-11-04 16:50:00,18,21,37,62,68,67,0,16,50,1,Tuesday,False,76,1,Idle Period
2025-11-04 16:55:00,20,28,40,72,67,68,0,16,55,1,Tuesday,False,88,1,Idle Period
2025-11-04 17:00:00,17,40,38,74,69,64,0,17,0,1,Tuesday,False,95,1,Idle Period
2025-11-04 17:05:00,15,37,38,66,69,62,0,17,5,1,Tuesday,False,90,1,Idle Period
2025-11-04 17:10:00,18,20,37,52,52,62,0,17,10,1,Tuesday,False,75,1,Idle Period
2025-11-04 17:15:00,9,35,35,74,70,63,0,17,15,1,Tuesday,False,79,1,Idle Period
2025-11-04 17:20:00,16,21,37,56,63,53,0,17,20,1,Tuesday,False,74,1,Idle Period
2025-11-04 17:25:00,25,30,52,69,57,70,0,17,25,1,Tuesday,False,107,1,Idle Period
2025-11-04 17:30:00,18,32,45,65,81,77,0,17,30,1,Tuesday,False,95,1,Idle Period
2025-11-04 17:35:00,14,34,33,75,70,62,0,17,35,1,Tuesday,False,81,1,Idle Period
2025-11-04 17:40:00,14,29,42,54,57,59,0,17,40,1,Tuesday,False,85,1,Idle Period
2025-11-04 17:45:00,14,22,34,56,65,60,0,17,45,1,Tuesday,False,70,1,Idle Period
2025-11-04 17:50:00,14,32,35,45,37,51,0,17,50,1,Tuesday,False,81,1,Idle Period
2025-11-04 17:55:00,15,30,35,69,66,65,0,17,55,1,Tuesday,False,80,1,Idle Period
2025-11-04 18:00:00,9,74,31,91,85,73,0,18,0,1,Tuesday,False,114,4,Evening Peak
2025-11-04 18:05:00,16,54,44,70,79,78,0,18,5,1,Tuesday,False,114,4,Evening Peak
2025-11-04 18:10:00,11,65,38,86,83,77,0,18,10,1,Tuesday,False,114,4,Evening Peak
2025-11-04 18:15:00,11,65,35,78,64,77,0,18,15,1,Tuesday,False,111,4,Evening Peak
2025-11-04 18:20:00,19,78,43,85,82,82,0,18,20,1,Tuesday,False,140,4,Evening Peak
2025-11-04 18:25:00,7,88,30,95,82,83,0,18,25,1,Tuesday,False,125,4,Evening Peak
2025-11-04 18:30:00,13,92,36,150,111,80,0,18,30,1,Tuesday,False,141,4,Evening Peak
2025-11-04 18:35:00,14,98,31,143,190,83,0,18,35,1,Tuesday,False,143,4,Evening Peak
2025-11-04 18:40:00,10,90,29,130,115,83,0,18,40,1,Tuesday,False,129,4,Evening Peak
2025-11-04 18:45:00,8,85,28,121,105,79,0,18,45,1,Tuesday,False,121,4,Evening Peak
2025-11-04 18:50:00,8,90,28,116,112,83,0,18,50,1,Tuesday,False,126,4,Evening Peak
2025-11-04 18:55:00,13,94,39,114,105,83,0,18,55,1,Tuesday,False,146,4,Evening Peak
2025-11-04 19:00:00,11,89,24,116,121,78,0,19,0,1,Tuesday,False,124,4,Evening Peak
2025-11-04 19:05:00,10,89,29,118,122,83,0,19,5,1,Tuesday,False,128,4,Evening Peak
2025-11-04 19:10:00,11,83,35,111,83,82,0,19,10,1,Tuesday,False,129,4,Evening Peak
2025-11-04 19:15:00,9,82,25,95,107,78,0,19,15,1,Tuesday,False,116,4,Evening Peak
2025-11-04 19:20:00,5,84,26,101,84,74,0,19,20,1,Tuesday,False,115,4,Evening Peak
2025-11-04 19:25:00,14,85,30,86,85,79,0,19,25,1,Tuesday,False,129,4,Evening Peak
2025-11-04 19:30:00,10,64,33,90,79,77,0,19,30,1,Tuesday,False,107,4,Evening Peak
2025-11-04 19:35:00,6,69,24,71,80,74,0,19,35,1,Tuesday,False,99,4,Evening Peak
2025-11-04 19:40:00,10,53,30,64,55,60,0,19,40,1,Tuesday,False,93,4,Evening Peak
2025-11-04 19:45:00,10,44,24,54,47,55,0,19,45,1,Tuesday,False,78,4,Evening Peak
2025-11-04 19:50:00,6,43,23,53,49,56,0,19,50,1,Tuesday,False,72,4,Evening Peak
2025-11-04 19:55:00,10,36,23,51,52,48,0,19,55,1,Tuesday,False,69,4,Evening Peak
2025-11-04 20:00:00,6,38,21,49,49,45,0,20,0,1,Tuesday,False,65,1,Idle Period
2025-11-04 20:05:00,5,46,23,63,61,55,0,20,5,1,Tuesday,False,74,1,Idle Period
2025-11-04 20:10:00,9,27,23,47,44,49,0,20,10,1,Tuesday,False,59,1,Idle Period
2025-11-04 20:15:00,5,32,19,50,41,46,0,20,15,1,Tuesday,False,56,1,Idle Period
2025-11-04 20:20:00,10,31,27,49,53,48,0,20,20,1,Tuesday,False,68,1,Idle Period
2025-11-04 20:25:00,8,14,18,32,29,37,0,20,25,1,Tuesday,False,40,1,Idle Period
2025-11-04 20:30:00,7,24,18,40,31,37,0,20,30,1,Tuesday,False,49,1,Idle Period
2025-11-04 20:35:00,9,16,23,43,42,33,0,20,35,1,Tuesday,False,48,1,Idle Period
2025-11-04 20:40:00,3,20,11,25,28,33,0,20,40,1,Tuesday,False,34,1,Idle Period
2025-11-04 20:45:00,5,19,19,31,27,34,0,20,45,1,Tuesday,False,43,1,Idle Period
2025-11-04 20:50:00,2,22,15,29,24,32,0,20,50,1,Tuesday,False,39,1,Idle Period
2025-11-04 20:55:00,4,16,16,24,28,35,0,20,55,1,Tuesday,False,36,1,Idle Period
2025-11-04 21:00:00,2,24,18,35,27,38,0,21,0,1,Tuesday,False,44,1,Idle Period
2025-11-04 21:05:00,2,18,12,30,37,29,0,21,5,1,Tuesday,False,32,1,Idle Period
2025-11-04 21:10:00,8,15,16,28,19,28,0,21,10,1,Tuesday,False,39,1,Idle Period
2025-11-04 21:15:00,3,13,19,23,27,36,0,21,15,1,Tuesday,False,35,1,Idle Period
2025-11-04 21:20:00,6,15,18,25,23,34,0,21,20,1,Tuesday,False,39,1,Idle Period
2025-11-04 21:25:00,2,15,13,22,22,25,0,21,25,1,Tuesday,False,30,1,Idle Period
2025-11-04 21:30:00,2,20,14,25,24,31,0,21,30,1,Tuesday,False,36,1,Idle Period
2025-11-04 21:35:00,6,19,19,26,25,36,0,21,35,1,Tuesday,False,44,1,Idle Period
2025-11-04 21:40:00,6,12,16,25,21,32,0,21,40,1,Tuesday,False,34,1,Idle Period
2025-11-04 21:45:00,1,11,6,12,12,16,0,21,45,1,Tuesday,False,18,1,Idle Period
2025-11-04 21:50:00,3,8,10,17,12,22,0,21,50,1,Tuesday,False,21,1,Idle Period
2025-11-04 21:55:00,4,13,14,18,27,29,0,21,55,1,Tuesday,False,31,1,Idle Period
2025-11-04 22:00:00,2,18,14,28,22,28,0,22,0,1,Tuesday,False,34,1,Idle Period
